year,ncessch,ncessch_num,leaid,fips,grade,race,sex,enrollment
2006,390501603861,390501603861,3905016,39,3,4,2,0.0
2004,363132004193,363132004193,3631320,36,5,2,2,0.0
2001,172205003328,172205003328,1722050,17,1,2,2,20.0
2013,422064006697,422064006697,4220640,42,4,4,99,1.0
2006,69104709258,69104709258,691047,6,99,2,1,6.0
2011,250294000368,250294000368,2502940,25,4,99,2,38.0
2010,390438404297,390438404297,3904384,39,99,4,1,0.0
2008,62871004466,62871004466,628710,6,3,6,99,0.0
2014,362964005334,362964005334,3629640,36,99,2,99,15.0
2010,510339001499,510339001499,5103390,51,99,4,2,6.0
2007,80345001497,80345001497,803450,8,1,5,2,0.0
2016,362316004490,362316004490,3623160,36,8,6,2,1.0
2014,481623001291,481623001291,4816230,48,0,1,2,0.0
1994,320006000115,320006000115,3200060,32,99,4,99,7.0
2006,60006111814,60006111814,600061,6,7,4,99,0.0
2008,470123000381,470123000381,4701230,47,1,2,2,0.0
2013,120039000441,120039000441,1200390,12,-1,5,99,0.0
2018,40880000858,40880000858,408800,4,99,7,1,2.0
2008,40636000556,40636000556,406360,4,4,99,2,13.0
2000,293210002250,293210002250,2932100,29,99,99,2,433.0
2015,280348000669,280348000669,2803480,28,4,3,1,6.0
2015,350168000762,350168000762,3501680,35,99,4,2,0.0
2018,120087008067,120087008067,1200870,12,8,99,2,0.0
1992,400591000220,400591000220,4005910,40,4,99,99,12.0
2009,210312002174,210312002174,2103120,21,9,1,2,0.0
2003,120093002563,120093002563,1200930,12,2,2,1,7.0
2000,90279000572,90279000572,902790,9,1,1,99,9.0
2018,251113001804,251113001804,2511130,25,99,99,99,625.0
2014,480004412758,480004412758,4800044,48,1,99,99,87.0
2004,62271003311,62271003311,622710,6,99,3,2,73.0
2013,360621000401,360621000401,3606210,36,11,2,2,2.0
2004,470318001924,470318001924,4703180,47,11,3,99,0.0
2013,63513005951,63513005951,635130,6,5,6,99,0.0
2013,261452005101,261452005101,2614520,26,3,5,1,0.0
2004,341320000194,341320000194,3413200,34,3,2,1,8.0
1999,201242000068,201242000068,2012420,20,5,99,2,28.0
2002,62460009581,62460009581,624600,6,1,4,99,22.0
2002,261848000092,261848000092,2618480,26,2,4,99,3.0
2005,360010202093,360010202093,3600102,36,0,4,1,11.0
2010,390455002256,390455002256,3904550,39,0,4,2,0.0
2010,422682004632,422682004632,4226820,42,0,99,2,44.0
2002,550732000831,550732000831,5507320,55,7,1,1,71.0
2015,292358001393,292358001393,2923580,29,10,3,2,6.0
2014,482566012780,482566012780,4825660,48,0,6,1,0.0
2017,240009000303,240009000303,2400090,24,5,1,1,
2016,60142600516,60142600516,601426,6,1,7,1,7.0
2005,390453104398,390453104398,3904531,39,1,5,1,0.0
2012,172529002755,172529002755,1725290,17,1,7,2,1.0
2013,360008505656,360008505656,3600085,36,3,1,99,0.0
2009,390656804128,390656804128,3906568,39,4,99,1,20.0
1998,263582007181,263582007181,2635820,26,12,2,2,-1.0
2007,590000500020,590000500020,5900005,59,2,5,2,-1.0
2000,173609003739,173609003739,1736090,17,99,1,99,519.0
2014,317122002021,317122002021,3171220,31,-1,5,1,0.0
2006,170993001050,170993001050,1709930,17,2,2,2,5.0
2016,130539001057,130539001057,1305390,13,99,6,2,0.0
2005,80555000957,80555000957,805550,8,5,3,2,16.0
2001,20062500300,20062500300,200625,2,7,5,1,6.0
2010,421731002447,421731002447,4217310,42,0,7,2,-2.0
2012,220030000203,220030000203,2200300,22,99,1,1,113.0
2001,180327000426,180327000426,1803270,18,0,2,99,6.0
2006,271242000610,271242000610,2712420,27,5,1,99,95.0
1998,362058002213,362058002213,3620580,36,-1,1,2,-1.0
2010,40025802079,40025802079,400258,4,1,2,99,0.0
2010,370126000548,370126000548,3701260,37,3,2,1,47.0
2015,110003100489,110003100489,1100031,11,99,2,1,117.0
2015,410327000110,410327000110,4103270,41,11,2,1,0.0
2015,390487704644,390487704644,3904877,39,0,7,99,2.0
2016,470231000833,470231000833,4702310,47,2,3,2,3.0
1999,302124000637,302124000637,3021240,30,3,99,1,46.0
2004,171212001463,171212001463,1712120,17,99,4,1,24.0
2007,530396000614,530396000614,5303960,53,99,99,99,579.0
2016,540060000384,540060000384,5400600,54,1,9,9,0.0
2012,120018000908,120018000908,1200180,12,4,1,1,1.0
2018,510051001945,510051001945,5100510,51,2,7,99,0.0
2018,530039003434,530039003434,5300390,53,9,1,99,2.0
1998,181288002050,181288002050,1812880,18,12,2,1,0.0
2003,330476000281,330476000281,3304760,33,5,5,99,0.0
2003,170993005682,170993005682,1709930,17,0,3,99,11.0
2015,470018000035,470018000035,4700180,47,99,2,99,104.0
2013,60861000864,60861000864,608610,6,3,7,99,0.0
2012,300390000090,300390000090,3003900,30,9,4,99,6.0
2017,272124001057,272124001057,2721240,27,99,3,99,37.0
2016,20077000357,20077000357,200770,2,4,9,9,0.0
1999,370408001650,370408001650,3704080,37,0,99,2,29.0
2015,60720000657,60720000657,607200,6,4,2,1,7.0
2010,120030007670,120030007670,1200300,12,3,2,1,0.0
2010,180309000407,180309000407,1803090,18,0,3,1,0.0
1999,483702004156,483702004156,4837020,48,99,4,1,26.0
1992,410264000133,410264000133,4102640,41,0,99,99,123.0
2018,320021000158,320021000158,3200210,32,1,5,99,1.0
2010,484668007594,484668007594,4846680,48,12,5,99,0.0
2016,292886001480,292886001480,2928860,29,10,1,99,0.0
2008,280219000372,280219000372,2802190,28,7,5,2,0.0
2016,90192000026,90192000026,901920,9,0,3,99,59.0
2012,63432001220,63432001220,634320,6,0,6,1,0.0
1999,340639001562,340639001562,3406390,34,2,2,1,0.0
2010,400075202688,400075202688,4000752,40,0,3,99,61.0
2010,484032009495,484032009495,4840320,48,99,99,1,73.0
2006,130198001597,130198001597,1301980,13,8,99,1,153.0
2015,483945016951,483945016951,4839450,48,2,7,99,0.0
2006,171371001667,171371001667,1713710,17,0,4,1,2.0
2017,310001601864,310001601864,3100016,31,99,6,1,0.0
2009,262895006495,262895006495,2628950,26,6,7,2,-2.0
2014,551629002132,551629002132,5516290,55,3,3,1,3.0
1999,201014000137,201014000137,2010140,20,99,5,1,6.0
2011,63531007198,63531007198,635310,6,1,2,99,0.0
2016,500501000168,500501000168,5005010,50,2,99,99,31.0
1998,403024001639,403024001639,4030240,40,0,2,1,10.0
2011,60714000652,60714000652,607140,6,4,1,1,17.0
2006,130042001944,130042001944,1300420,13,11,5,2,0.0
1988,120156001657,120156001657,1201560,12,1,99,99,79.0
2018,170993000940,170993000940,1709930,17,3,9,9,0.0
2004,500444000143,500444000143,5004440,50,6,5,99,0.0
1986,340165005132,340165005132,3401650,34,99,99,99,310.0
2017,130002603517,130002603517,1300026,13,7,7,99,0.0
1998,480894000325,480894000325,4808940,48,1,1,2,9.0
2011,465571000508,465571000508,4655710,46,12,4,99,1.0
2007,411197000703,411197000703,4111970,41,1,5,99,0.0
2007,490075000726,490075000726,4900750,49,3,4,1,2.0
2015,20051000733,20051000733,200510,2,4,2,1,3.0
1999,62169002583,62169002583,621690,6,4,5,99,1.0
1998,440090000236,440090000236,4400900,44,5,1,2,12.0
2008,62256008550,62256008550,622560,6,4,5,99,0.0
2009,40286000218,40286000218,402860,4,3,7,2,-2.0
2009,40775002358,40775002358,407750,4,4,99,2,43.0
2012,120003000013,120003000013,1200030,12,10,2,2,86.0
2005,341308002626,341308002626,3413080,34,-1,4,1,2.0
2008,292829001748,292829001748,2928290,29,12,5,1,0.0
2013,362859003859,362859003859,3628590,36,0,2,1,17.0
2006,530045000118,530045000118,5300450,53,2,5,1,0.0
2007,482085001933,482085001933,4820850,48,5,4,99,1.0
2014,370150000595,370150000595,3701500,37,5,1,2,42.0
2013,10000802133,10000802133,100008,1,99,6,1,2.0
2004,362859003870,362859003870,3628590,36,99,5,1,10.0
2017,240066001269,240066001269,2400660,24,0,7,1,
2017,291383002857,291383002857,2913830,29,99,99,9,0.0
2017,340005000021,340005000021,3400050,34,99,4,2,0.0
2002,240006000063,240006000063,2400060,24,-1,99,1,11.0
2016,120171007695,120171007695,1201710,12,4,7,1,0.0
2014,390021704741,390021704741,3900217,39,0,7,2,0.0
2018,360008606395,360008606395,3600086,36,4,6,99,0.0
2008,201158001087,201158001087,2011580,20,4,4,99,0.0
2003,720003000033,720003000033,7200030,72,10,1,2,0.0
2016,80441006505,80441006505,804410,8,1,99,2,0.0
2012,60243000137,60243000137,602430,6,8,1,1,0.0
2013,590008600107,590008600107,5900086,59,6,1,99,0.0
1995,310789000113,310789000113,3107890,31,0,99,99,-2.0
2003,60363000315,60363000315,603630,6,1,2,2,0.0
2009,361662001477,361662001477,3616620,36,5,5,99,0.0
2015,390025904799,390025904799,3900259,39,9,5,2,0.0
1991,173048003169,173048003169,1730480,17,4,99,99,32.0
1992,360408000165,360408000165,3604080,36,99,1,99,658.0
2013,420573004234,420573004234,4205730,42,3,6,2,0.0
1990,280136001167,280136001167,2801360,28,9,99,99,48.0
2005,422115004966,422115004966,4221150,42,3,5,99,0.0
2008,62181002589,62181002589,621810,6,99,4,2,9.0
2001,171410001762,171410001762,1714100,17,99,5,2,0.0
2012,291434003162,291434003162,2914340,29,99,99,2,478.0
2018,483039003401,483039003401,4830390,48,7,99,1,208.0
2008,420240006835,420240006835,4202400,42,1,2,2,3.0
2014,62847004402,62847004402,628470,6,5,4,1,2.0
2000,130255001119,130255001119,1302550,13,4,1,2,68.0
2013,40340000265,40340000265,403400,4,15,2,99,0.0
2018,482730009594,482730009594,4827300,48,5,99,9,0.0
2009,120039000609,120039000609,1200390,12,99,2,1,825.0
1998,63509005940,63509005940,635090,6,4,99,1,30.0
1997,250279000282,250279000282,2502790,25,99,1,99,136.0
1988,120096001072,120096001072,1200960,12,4,99,99,60.0
2008,370399001067,370399001067,3703990,37,-1,99,99,-1.0
2015,361227000986,361227000986,3612270,36,6,7,2,3.0
2008,120198002022,120198002022,1201980,12,10,4,2,0.0
1999,120180002639,120180002639,1201800,12,-1,1,99,22.0
2007,261635005274,261635005274,2616350,26,3,5,99,1.0
2016,360384000133,360384000133,3603840,36,7,1,99,0.0
2008,291308001965,291308001965,2913080,29,0,6,1,-2.0
2010,250762001193,250762001193,2507620,25,9,1,99,212.0
2012,250408000049,250408000049,2504080,25,2,7,2,0.0
1989,481970001912,481970001912,4819700,48,99,5,99,0.0
2004,490075000751,490075000751,4900750,49,5,1,1,30.0
2010,180789001350,180789001350,1807890,18,1,2,1,0.0
2008,482985010503,482985010503,4829850,48,3,2,2,9.0
2004,720003001677,720003001677,7200030,72,0,5,2,0.0
2001,390449001819,390449001819,3904490,39,2,4,99,4.0
2014,250279000274,250279000274,2502790,25,-1,4,99,0.0
2002,160036000781,160036000781,1600360,16,8,4,1,-2.0
2005,420993006420,420993006420,4209930,42,4,99,2,33.0
2006,170993001168,170993001168,1709930,17,99,3,99,0.0
2016,483294003635,483294003635,4832940,48,99,4,2,4.0
2009,470360001507,470360001507,4703600,47,5,7,1,-2.0
2010,280231000455,280231000455,2802310,28,0,6,2,0.0
2005,263447007021,263447007021,2634470,26,0,5,99,0.0
2017,341134002342,341134002342,3411340,34,15,3,99,3.0
2017,60985001064,60985001064,609850,6,6,6,2,
2010,63132004838,63132004838,631320,6,5,3,99,24.0
2015,173708003825,173708003825,1737080,17,7,4,2,1.0
1998,401290002202,401290002202,4012900,40,15,2,1,1.0
2007,370180000746,370180000746,3701800,37,4,3,2,2.0
2000,421899003611,421899003611,4218990,42,3,1,99,0.0
2012,370372000785,370372000785,3703720,37,9,7,2,2.0
2011,260027204910,260027204910,2600272,26,4,6,1,0.0
2012,263342000836,263342000836,2633420,26,10,4,2,0.0
2009,720003000497,720003000497,7200030,72,4,3,2,13.0
2007,390438000677,390438000677,3904380,39,99,2,99,636.0
2017,540120001302,540120001302,5401200,54,-1,6,2,
2010,190822000435,190822000435,1908220,19,11,5,99,1.0
2006,64251008517,64251008517,642510,6,99,5,99,1.0
2018,64248006952,64248006952,642480,6,12,4,99,26.0
2001,271398001528,271398001528,2713980,27,3,5,1,0.0
2013,130387001449,130387001449,1303870,13,99,3,2,8.0
2012,260429001059,260429001059,2604290,26,10,2,99,0.0
2008,363054004105,363054004105,3630540,36,7,2,1,11.0
2014,61839002263,61839002263,618390,6,5,5,1,0.0
2008,230582000979,230582000979,2305820,23,99,1,1,130.0
2016,540093000786,540093000786,5400930,54,8,3,1,0.0
2013,63699003955,63699003955,636990,6,4,7,2,2.0
2007,370045000154,370045000154,3700450,37,4,1,99,98.0
2007,341395000802,341395000802,3413950,34,1,2,2,0.0
1998,362172003083,362172003083,3621720,36,1,2,1,-1.0
2018,120048008013,120048008013,1200480,12,6,9,99,0.0
2006,360012301912,360012301912,3600123,36,99,5,2,1.0
2000,250165000003,250165000003,2501650,25,99,4,2,-1.0
2015,350225000516,350225000516,3502250,35,1,4,99,0.0
2015,61233001034,61233001034,612330,6,5,99,99,143.0
2017,370297001280,370297001280,3702970,37,8,4,1,3.0
2016,360013502224,360013502224,3600135,36,6,1,2,1.0
2015,480021111952,480021111952,4800211,48,8,1,99,1.0
2006,410112000669,410112000669,4101120,41,3,3,2,1.0
2005,484077004625,484077004625,4840770,48,99,2,2,35.0
2008,530084000165,530084000165,5300840,53,9,99,2,11.0
2000,420705004097,420705004097,4207050,42,4,5,2,0.0
2006,272124000945,272124000945,2721240,27,1,4,99,6.0
2008,172718004751,172718004751,1727180,17,7,2,2,1.0
2002,271317003073,271317003073,2713170,27,0,1,99,0.0
2009,80690001362,80690001362,806900,8,1,5,1,0.0
2013,360234000004,360234000004,3602340,36,-1,99,1,15.0
2004,481965000985,481965000985,4819650,48,0,3,2,1.0
2016,411082000786,411082000786,4110820,41,3,9,9,0.0
2012,270729002640,270729002640,2707290,27,10,99,1,15.0
2017,348036103297,348036103297,3480361,34,1,4,99,0.0
2015,510390001741,510390001741,5103900,51,-1,3,1,1.0
2009,63531005983,63531005983,635310,6,4,7,1,0.0
2018,220108000789,220108000789,2201080,22,2,1,2,1.0
2015,483312003722,483312003722,4833120,48,11,1,1,113.0
2007,280156000227,280156000227,2801560,28,3,99,99,68.0
2001,62519007544,62519007544,625190,6,2,2,99,0.0
2008,120039000485,120039000485,1200390,12,99,1,2,8.0
2001,420210006001,420210006001,4202100,42,15,3,99,0.0
2013,361311001074,361311001074,3613110,36,1,5,99,0.0
1998,273321001451,273321001451,2733210,27,99,3,99,34.0
2013,172307002544,172307002544,1723070,17,9,6,1,0.0
2006,60750009120,60750009120,607500,6,99,1,2,150.0
2009,450231000515,450231000515,4502310,45,2,3,2,18.0
2011,551434000511,551434000511,5514340,55,8,7,2,0.0
2016,273384001415,273384001415,2733840,27,7,6,99,0.0
2018,62361003581,62361003581,623610,6,3,4,1,3.0
2017,292667002539,292667002539,2926670,29,7,99,99,224.0
2015,530585001857,530585001857,5305850,53,5,7,99,10.0
2017,62583010405,62583010405,625830,6,2,1,1,16.0
2008,292364001406,292364001406,2923640,29,7,6,2,-2.0
2008,200948001164,200948001164,2009480,20,1,99,1,12.0
2010,61440001690,61440001690,614400,6,7,5,1,0.0
2009,340327000577,340327000577,3403270,34,15,7,2,0.0
2012,362064002896,362064002896,3620640,36,4,3,1,8.0
2008,550702001686,550702001686,5507020,55,5,6,1,-2.0
2004,463243000277,463243000277,4632430,46,2,99,2,7.0
2017,10243001037,10243001037,102430,1,4,2,2,23.0
2013,174299004315,174299004315,1742990,17,8,3,1,0.0
2009,510189000823,510189000823,5101890,51,3,3,1,14.0
1989,280063001022,280063001022,2800630,28,99,4,99,60.0
2012,62271003157,62271003157,622710,6,5,6,2,0.0
2018,62805012611,62805012611,628050,6,12,6,2,
2013,482967011960,482967011960,4829670,48,0,7,99,0.0
2013,63756006357,63756006357,637560,6,4,6,99,0.0
2002,50531000247,50531000247,505310,5,8,1,1,11.0
2008,231467000999,231467000999,2314670,23,99,7,99,-2.0
2014,263516007072,263516007072,2635160,26,7,5,1,0.0
2000,20000100207,20000100207,200001,2,6,1,99,17.0
1996,361656001470,361656001470,3616560,36,0,99,99,57.0
2010,61977002379,61977002379,619770,6,8,2,2,1.0
2015,240048000953,240048000953,2400480,24,2,3,99,60.0
2015,450231000449,450231000449,4502310,45,4,7,99,10.0
2001,550459000485,550459000485,5504590,55,1,2,1,0.0
2003,10093000280,10093000280,100930,1,-1,4,1,0.0
2010,220189001537,220189001537,2201890,22,11,4,99,0.0
2012,360095406017,360095406017,3600954,36,4,3,1,11.0
2000,120195003522,120195003522,1201950,12,10,3,1,0.0
2014,171773002070,171773002070,1717730,17,6,7,1,1.0
1998,450228000475,450228000475,4502280,45,1,5,99,0.0
2017,171920002201,171920002201,1719200,17,99,99,9,0.0
2017,10348001335,10348001335,103480,1,7,6,99,0.0
2012,120087001000,120087001000,1200870,12,12,99,2,207.0
2014,341521003614,341521003614,3415210,34,1,5,99,0.0
2015,61455007286,61455007286,614550,6,5,4,99,5.0
2015,360009902183,360009902183,3600099,36,1,3,1,4.0
2015,60300010799,60300010799,603000,6,3,5,1,0.0
2000,320024000162,320024000162,3200240,32,99,5,99,0.0
2008,40022302199,40022302199,400223,4,0,7,1,-2.0
1999,250723001114,250723001114,2507230,25,12,3,1,0.0
2004,530591001994,530591001994,5305910,53,10,5,1,1.0
2014,62142002564,62142002564,621420,6,5,2,99,0.0
2015,481611001184,481611001184,4816110,48,99,99,99,1527.0
2015,220003002381,220003002381,2200030,22,5,1,1,0.0
2014,421299004528,421299004528,4212990,42,11,5,99,0.0
2016,390460300796,390460300796,3904603,39,3,9,99,0.0
1998,160093000654,160093000654,1600930,16,8,5,1,-1.0
2010,60846009348,60846009348,608460,6,1,2,2,0.0
2018,540084001120,540084001120,5400840,54,99,99,1,276.0
2003,61923002309,61923002309,619230,6,8,2,1,0.0
2001,120111003602,120111003602,1201110,12,11,2,99,2.0
2006,720003000196,720003000196,7200030,72,10,2,99,0.0
2008,210372002123,210372002123,2103720,21,10,1,2,0.0
2005,530802001325,530802001325,5308020,53,1,99,1,26.0
2000,220072001555,220072001555,2200720,22,4,5,2,0.0
2017,510066000238,510066000238,5100660,51,12,99,2,126.0
2009,720003001831,720003001831,7200030,72,5,5,1,0.0
2014,370053002624,370053002624,3700530,37,2,6,1,0.0
2009,481611001189,481611001189,4816110,48,3,5,2,0.0
1998,421062000168,421062000168,4210620,42,1,5,1,-1.0
2005,62271002918,62271002918,622710,6,99,1,2,2.0
2004,20054000321,20054000321,200540,2,7,3,99,0.0
2001,470222000403,470222000403,4702220,47,99,1,1,-1.0
1999,318004000262,318004000262,3180040,31,4,2,2,0.0
2016,362037001879,362037001879,3620370,36,8,9,99,0.0
2011,40633000542,40633000542,406330,4,11,1,2,24.0
2017,510369001604,510369001604,5103690,51,3,7,2,3.0
2010,63877006514,63877006514,638770,6,9,6,2,0.0
2009,250279000271,250279000271,2502790,25,7,4,2,0.0
2005,470249000079,470249000079,4702490,47,4,99,2,24.0
2018,421203000675,421203000675,4212030,42,10,1,99,135.0
2000,263099006723,263099006723,2630990,26,15,5,99,2.0
2000,550582000166,550582000166,5505820,55,1,99,99,87.0
2013,174169001415,174169001415,1741690,17,5,1,1,27.0
2002,251305001576,251305001576,2513050,25,5,3,1,2.0
1999,90045000001,90045000001,900450,9,3,3,1,29.0
2005,120048000636,120048000636,1200480,12,-1,3,1,0.0
2006,210411000560,210411000560,2104110,21,7,4,99,0.0
2014,360008102207,360008102207,3600081,36,0,3,99,41.0
2003,390435000080,390435000080,3904350,39,3,1,2,25.0
2004,390464802568,390464802568,3904648,39,0,2,2,0.0
2012,530543001185,530543001185,5305430,53,8,2,2,1.0
2001,317284001155,317284001155,3172840,31,-1,3,2,3.0
2000,69111109270,69111109270,691111,6,0,2,99,0.0
2016,220090000717,220090000717,2200900,22,2,5,99,1.0
2017,160147000248,160147000248,1601470,16,12,3,2,17.0
2005,370495001982,370495001982,3704950,37,-1,2,2,1.0
2000,90468001122,90468001122,904680,9,8,2,2,0.0
1997,172640002808,172640002808,1726400,17,10,99,99,8.0
2003,120111001184,120111001184,1201110,12,99,99,99,517.0
2016,350006001036,350006001036,3500060,35,5,5,2,4.0
2016,130102000403,130102000403,1301020,13,99,9,9,0.0
2014,62250002727,62250002727,622500,6,7,99,1,192.0
2008,530501000768,530501000768,5305010,53,99,2,99,4.0
2013,62280003487,62280003487,622800,6,99,5,99,1.0
2007,280099000114,280099000114,2800990,28,-1,3,99,0.0
2018,551593002068,551593002068,5515930,55,12,6,2,
1998,193063001765,193063001765,1930630,19,7,1,1,78.0
2018,482403006867,482403006867,4824030,48,99,4,99,3.0
1999,462439001119,462439001119,4624390,46,3,3,2,0.0
1999,280348000935,280348000935,2803480,28,15,3,2,0.0
2015,292886002675,292886002675,2928860,29,2,5,99,0.0
2006,350006000681,350006000681,3500060,35,99,99,2,385.0
2009,190306000004,190306000004,1903060,19,10,5,2,0.0
2002,262184005897,262184005897,2621840,26,8,4,2,1.0
2017,40034302246,40034302246,400343,4,5,2,2,0.0
2011,61632502037,61632502037,616325,6,2,3,2,20.0
2009,61233011726,61233011726,612330,6,0,1,2,18.0
2008,560406000404,560406000404,5604060,56,5,4,99,0.0
2007,483918007869,483918007869,4839180,48,99,5,2,0.0
2008,560207000430,560207000430,5602070,56,0,2,2,0.0
2004,50006801062,50006801062,500068,5,99,99,2,86.0
2010,292757001692,292757001692,2927570,29,99,6,2,0.0
1999,130519001714,130519001714,1305190,13,-1,4,1,1.0
2013,401224000576,401224000576,4012240,40,0,4,99,0.0
2013,180783001334,180783001334,1807830,18,12,1,2,51.0
